Column1,Column2,Category,Value,Month,Date,Name,Surname,Orientation
96,65,C,109,May,2023-08-20 04:47:44.179277,Frank,Smith,Bisexual
7,129,C,337,Apr,2022-03-19 04:47:44.179277,Jack,Williams,Bisexual
65,102,C,117,Apr,2023-06-01 04:47:44.179277,Alice,Jones,Bisexual
11,75,B,357,Jul,2023-10-22 04:47:44.179277,Alice,Brown,Straight
8,193,C,127,May,2022-08-29 04:47:44.179277,David,Rodriguez,Bisexual
82,144,B,300,Jan,2019-08-09 04:47:44.179277,Bob,Johnson,Gay
27,186,B,138,Sep,2023-05-01 04:47:44.179277,Alice,Williams,Lesbian
33,164,A,128,Apr,2020-06-29 04:47:44.179277,Frank,Johnson,Bisexual
91,149,B,458,Nov,2021-03-12 04:47:44.179277,Eva,Johnson,Bisexual
37,168,C,192,Sep,2021-07-20 04:47:44.179277,Alice,Davis,Lesbian
57,165,A,273,Mar,2019-12-20 04:47:44.179277,Ivy,Smith,Gay
32,112,B,402,Sep,2023-07-27 04:47:44.179277,Eva,Rodriguez,Bisexual
41,169,B,140,Dec,2022-08-12 04:47:44.179277,Frank,Brown,Gay
51,166,B,447,Mar,2022-04-26 04:47:44.179277,David,Miller,Gay
44,119,B,273,Nov,2019-09-17 04:47:44.179277,Frank,Rodriguez,Pansexual
68,153,B,444,Nov,2023-02-03 04:47:44.179277,Alice,Brown,Straight
17,124,A,463,Sep,2024-03-04 04:47:44.179277,Henry,Jones,Gay
24,106,B,374,Oct,2021-03-15 04:47:44.179277,Charlie,Johnson,Bisexual
88,127,C,272,Feb,2024-02-08 04:47:44.179277,Ivy,Davis,Gay
20,154,C,180,Nov,2020-05-24 04:47:44.179277,Henry,Williams,Pansexual
52,150,C,327,Sep,2021-05-16 04:47:44.179277,Henry,Smith,Lesbian
2,140,B,339,May,2022-01-04 04:47:44.179277,Alice,Garcia,Lesbian
59,71,B,214,Jul,2021-02-03 04:47:44.179277,Alice,Jones,Lesbian
63,194,A,380,Nov,2019-07-25 04:47:44.179277,Jack,Martinez,Lesbian
78,187,A,237,Jun,2023-03-03 04:47:44.179277,Bob,Brown,Lesbian
49,197,A,404,Oct,2022-08-05 04:47:44.179277,Charlie,Brown,Straight
34,102,A,376,Apr,2023-06-16 04:47:44.179277,Charlie,Davis,Lesbian
91,125,A,417,Jan,2019-04-21 04:47:44.179277,Alice,Miller,Pansexual
58,107,A,426,Jul,2022-12-11 04:47:44.179277,Jack,Johnson,Straight
53,58,C,218,Mar,2023-09-13 04:47:44.179277,Eva,Martinez,Lesbian
26,145,C,195,Apr,2020-03-22 04:47:44.179277,Eva,Johnson,Lesbian
57,67,C,412,Jan,2024-02-21 04:47:44.179277,Charlie,Garcia,Gay
46,149,B,114,May,2021-04-30 04:47:44.179277,Bob,Martinez,Pansexual
2,188,C,261,Aug,2020-11-05 04:47:44.179277,Grace,Miller,Straight
17,59,B,389,Jun,2023-08-11 04:47:44.179277,Grace,Johnson,Pansexual
2,193,B,119,Oct,2020-01-25 04:47:44.179277,David,Martinez,Gay
93,60,B,412,Apr,2020-07-08 04:47:44.179277,Eva,Smith,Gay
30,175,C,116,Jul,2023-07-01 04:47:44.179277,Ivy,Miller,Pansexual
58,83,A,193,Mar,2021-07-15 04:47:44.179277,Henry,Rodriguez,Bisexual
75,78,A,382,May,2022-05-01 04:47:44.179277,Charlie,Garcia,Lesbian
55,173,C,206,Jun,2023-10-06 04:47:44.179277,Frank,Smith,Pansexual
44,111,C,124,Feb,2019-11-22 04:47:44.179277,Eva,Williams,Gay
75,127,C,352,Oct,2020-09-08 04:47:44.179277,Charlie,Jones,Pansexual
85,130,A,239,Apr,2019-04-08 04:47:44.179277,Bob,Martinez,Gay
22,142,A,450,Nov,2023-07-09 04:47:44.179277,Bob,Davis,Bisexual
85,97,C,117,Jul,2020-07-09 04:47:44.179277,Jack,Rodriguez,Lesbian
16,145,B,430,May,2020-02-19 04:47:44.179277,Jack,Johnson,Lesbian
52,160,A,269,Dec,2019-11-01 04:47:44.179277,Charlie,Williams,Lesbian
5,140,B,378,Aug,2023-02-22 04:47:44.179277,Henry,Martinez,Pansexual
58,137,B,342,Aug,2023-12-17 04:47:44.179277,Henry,Smith,Gay
27,180,B,234,Jul,2021-07-30 04:47:44.179277,Charlie,Martinez,Gay
7,162,B,491,Apr,2021-09-13 04:47:44.179277,Charlie,Garcia,Bisexual
33,153,C,165,Mar,2019-11-14 04:47:44.179277,Henry,Jones,Lesbian
71,175,B,429,Jun,2021-09-09 04:47:44.179277,Bob,Jones,Pansexual
85,176,A,242,Sep,2020-05-09 04:47:44.179277,Charlie,Williams,Straight
92,195,A,310,Feb,2021-01-04 04:47:44.179277,Bob,Williams,Lesbian
37,169,B,218,Oct,2021-01-25 04:47:44.179277,Alice,Garcia,Bisexual
85,103,C,420,Jul,2023-07-31 04:47:44.179277,Charlie,Garcia,Pansexual
47,193,B,267,Mar,2023-07-12 04:47:44.179277,Jack,Martinez,Bisexual
88,75,B,366,Oct,2023-09-15 04:47:44.179277,Alice,Davis,Gay
47,127,C,483,Mar,2020-12-02 04:47:44.179277,Grace,Miller,Pansexual
92,95,B,408,Sep,2024-02-24 04:47:44.179277,Frank,Garcia,Pansexual
53,125,A,143,Nov,2023-01-13 04:47:44.179277,Charlie,Martinez,Lesbian
90,103,A,310,Aug,2020-09-17 04:47:44.179277,Charlie,Jones,Gay
55,187,B,300,Dec,2022-01-09 04:47:44.179277,David,Johnson,Gay
71,101,B,178,Jun,2021-01-02 04:47:44.179277,Jack,Jones,Gay
64,148,A,312,Aug,2020-06-12 04:47:44.179277,Frank,Rodriguez,Gay
76,111,C,320,Feb,2022-01-18 04:47:44.179277,Charlie,Garcia,Straight
20,143,A,332,Aug,2023-06-22 04:47:44.179277,Grace,Davis,Straight
55,116,A,192,Nov,2023-07-31 04:47:44.179277,David,Rodriguez,Lesbian
44,171,C,182,Mar,2023-10-06 04:47:44.179277,Ivy,Williams,Bisexual
25,112,B,206,Mar,2022-08-23 04:47:44.179277,Alice,Miller,Pansexual
15,99,C,250,Jul,2022-11-23 04:47:44.179277,David,Miller,Gay
85,170,A,111,Apr,2020-08-20 04:47:44.179277,Alice,Martinez,Pansexual
33,71,C,439,Mar,2019-03-31 04:47:44.179277,Frank,Smith,Pansexual
22,105,B,132,Dec,2022-12-04 04:47:44.179277,Frank,Rodriguez,Lesbian
59,102,A,206,Aug,2022-09-05 04:47:44.179277,Bob,Miller,Straight
90,101,C,222,Oct,2021-05-31 04:47:44.179277,Jack,Jones,Pansexual
33,198,B,187,Apr,2021-05-10 04:47:44.179277,David,Johnson,Lesbian
83,78,C,484,Feb,2019-06-10 04:47:44.179277,Frank,Jones,Gay
5,120,A,462,Mar,2021-07-29 04:47:44.179277,Alice,Williams,Straight
2,192,B,313,Nov,2020-01-28 04:47:44.179277,Frank,Miller,Gay
21,68,B,173,Jan,2021-06-14 04:47:44.179277,Eva,Martinez,Pansexual
39,98,A,104,Nov,2020-07-04 04:47:44.179277,Frank,Miller,Lesbian
20,179,C,234,Jun,2022-01-20 04:47:44.179277,Bob,Johnson,Pansexual
23,138,B,225,Sep,2019-09-29 04:47:44.179277,Jack,Martinez,Gay
20,114,B,259,May,2022-09-24 04:47:44.179277,Charlie,Williams,Pansexual
19,77,C,475,May,2021-08-30 04:47:44.179277,Grace,Brown,Bisexual
81,134,B,395,Jan,2022-07-01 04:47:44.179277,Ivy,Davis,Gay
32,139,B,463,Apr,2023-09-06 04:47:44.179277,Bob,Rodriguez,Straight
3,97,A,219,Sep,2021-02-11 04:47:44.179277,Grace,Rodriguez,Lesbian
92,129,A,205,Jun,2023-01-28 04:47:44.179277,Jack,Davis,Lesbian
78,115,C,210,Sep,2021-12-10 04:47:44.179277,Frank,Miller,Straight
96,188,A,419,Jul,2019-08-08 04:47:44.179277,Eva,Brown,Bisexual
19,157,A,495,May,2022-08-12 04:47:44.179277,Jack,Martinez,Bisexual
86,82,B,330,Oct,2023-05-09 04:47:44.179277,Ivy,Smith,Straight
80,174,C,493,May,2020-06-18 04:47:44.179277,Grace,Garcia,Pansexual
75,61,A,454,May,2022-10-09 04:47:44.179277,Henry,Williams,Straight
92,170,B,364,Dec,2022-03-22 04:47:44.179277,Bob,Williams,Lesbian
12,53,A,415,Dec,2023-07-23 04:47:44.179277,Frank,Garcia,Bisexual
73,137,C,454,Feb,2022-03-04 04:47:44.179277,Frank,Miller,Pansexual
23,136,A,434,Dec,2023-01-08 04:47:44.179277,Bob,Miller,Lesbian
1,89,B,140,Aug,2023-02-16 04:47:44.179277,Henry,Miller,Bisexual
6,198,C,393,Feb,2021-10-11 04:47:44.179277,Jack,Rodriguez,Bisexual
96,116,B,178,Aug,2023-06-29 04:47:44.179277,David,Martinez,Bisexual
17,57,A,209,Mar,2021-11-25 04:47:44.179277,Henry,Brown,Bisexual
41,156,A,274,Jun,2021-08-26 04:47:44.179277,Ivy,Garcia,Gay
14,96,B,473,Jun,2022-07-30 04:47:44.179277,Henry,Garcia,Pansexual
50,155,B,185,Jul,2022-03-24 04:47:44.179277,Eva,Miller,Gay
39,86,B,264,Jan,2021-03-12 04:47:44.179277,Grace,Miller,Lesbian
7,63,A,351,May,2021-04-23 04:47:44.179277,Frank,Brown,Lesbian
52,101,A,124,Nov,2019-11-21 04:47:44.179277,David,Brown,Bisexual
29,172,B,331,Oct,2021-07-27 04:47:44.179277,Frank,Brown,Pansexual
62,164,C,191,Dec,2023-09-24 04:47:44.179277,Frank,Garcia,Gay
62,172,C,234,Mar,2023-04-29 04:47:44.180273,Bob,Johnson,Pansexual
61,160,B,245,Mar,2020-09-24 04:47:44.180273,Bob,Jones,Pansexual
23,115,A,498,Nov,2023-09-19 04:47:44.180273,David,Rodriguez,Bisexual
89,83,C,406,Feb,2020-12-10 04:47:44.180273,Jack,Johnson,Gay
57,61,C,347,May,2020-10-29 04:47:44.180273,Eva,Williams,Pansexual
20,188,C,216,May,2019-11-10 04:47:44.180273,Frank,Johnson,Bisexual
58,57,A,406,Dec,2020-07-30 04:47:44.180273,Alice,Jones,Pansexual
24,59,A,191,Jul,2021-08-09 04:47:44.180273,Jack,Davis,Lesbian
75,117,C,396,Jun,2023-10-25 04:47:44.180273,Charlie,Johnson,Gay
66,108,C,187,Sep,2019-12-26 04:47:44.180273,Bob,Williams,Straight
83,125,A,308,Sep,2020-04-23 04:47:44.180273,Grace,Garcia,Pansexual
52,69,C,428,Aug,2021-05-19 04:47:44.180273,Eva,Garcia,Pansexual
68,113,C,369,Apr,2022-07-20 04:47:44.180273,Bob,Williams,Gay
99,84,B,490,Feb,2023-10-25 04:47:44.180273,Ivy,Smith,Bisexual
44,121,B,312,Feb,2023-11-29 04:47:44.180273,Grace,Martinez,Gay
60,147,B,243,Mar,2021-07-04 04:47:44.180273,Jack,Davis,Straight
15,86,C,316,Jul,2022-12-16 04:47:44.180273,Bob,Brown,Lesbian
33,148,B,118,Oct,2019-10-22 04:47:44.180273,David,Garcia,Bisexual
56,142,A,276,Jan,2019-12-12 04:47:44.180273,Alice,Garcia,Pansexual
46,71,B,395,Jun,2020-08-24 04:47:44.180273,Grace,Johnson,Gay
5,92,A,198,May,2021-08-18 04:47:44.180273,Jack,Garcia,Gay
83,97,A,364,Jan,2021-12-28 04:47:44.180273,Frank,Brown,Bisexual
71,109,C,295,Feb,2019-03-28 04:47:44.180273,Grace,Martinez,Pansexual
98,58,C,482,Jun,2020-04-03 04:47:44.180273,Frank,Brown,Pansexual
12,76,C,245,Jul,2023-07-11 04:47:44.180273,Eva,Martinez,Lesbian
91,101,C,190,Aug,2021-11-06 04:47:44.180273,Charlie,Brown,Pansexual
57,129,B,165,Nov,2020-05-20 04:47:44.180273,David,Brown,Straight
97,93,C,222,Jul,2021-09-27 04:47:44.180273,Ivy,Miller,Bisexual
89,161,B,126,Aug,2023-11-13 04:47:44.180273,Bob,Davis,Straight
43,162,C,101,Sep,2024-02-04 04:47:44.180273,Ivy,Brown,Straight
93,113,C,101,Jul,2021-10-18 04:47:44.180273,Frank,Miller,Bisexual
68,61,B,124,Apr,2022-01-23 04:47:44.180273,Henry,Jones,Gay
46,153,A,260,Sep,2019-10-18 04:47:44.180273,Ivy,Davis,Bisexual
16,185,C,115,Sep,2020-03-19 04:47:44.180273,Henry,Jones,Pansexual
15,75,C,325,Jan,2020-07-24 04:47:44.180273,David,Smith,Gay
97,196,C,195,Feb,2019-06-13 04:47:44.180273,Eva,Rodriguez,Pansexual
25,51,C,443,Mar,2022-04-21 04:47:44.180273,Henry,Martinez,Gay
63,186,B,330,Jan,2023-09-07 04:47:44.180273,Jack,Martinez,Straight
35,140,B,491,Apr,2023-12-31 04:47:44.180273,Ivy,Garcia,Bisexual
84,122,B,397,Feb,2020-09-25 04:47:44.180273,Charlie,Williams,Straight
27,53,B,375,May,2019-12-28 04:47:44.180273,Charlie,Davis,Bisexual
66,87,A,293,Mar,2019-11-03 04:47:44.180273,Alice,Rodriguez,Gay
17,62,B,370,Jul,2019-08-16 04:47:44.180273,Alice,Jones,Bisexual
41,161,B,431,Jan,2020-04-29 04:47:44.180273,Charlie,Smith,Pansexual
34,157,A,175,Sep,2021-03-20 04:47:44.180273,Jack,Davis,Pansexual
28,80,B,473,Oct,2021-10-29 04:47:44.180273,Grace,Miller,Gay
35,83,B,495,Nov,2022-01-14 04:47:44.180273,Jack,Williams,Straight
22,195,B,219,Apr,2021-05-23 04:47:44.180273,Charlie,Williams,Bisexual
47,103,B,158,Mar,2021-07-19 04:47:44.180273,Grace,Miller,Bisexual
3,93,A,293,Dec,2022-10-25 04:47:44.180273,Frank,Williams,Bisexual
11,167,C,102,Mar,2023-08-20 04:47:44.180273,Frank,Johnson,Bisexual
25,82,C,307,Sep,2019-07-29 04:47:44.180273,Alice,Rodriguez,Pansexual
14,160,C,416,Apr,2019-07-01 04:47:44.180273,Bob,Johnson,Straight
86,57,B,262,Feb,2019-09-06 04:47:44.180273,Jack,Garcia,Straight
69,88,A,210,Jan,2022-12-13 04:47:44.180273,David,Garcia,Gay
98,150,B,195,Dec,2020-12-10 04:47:44.180273,David,Miller,Lesbian
24,108,B,184,May,2020-05-09 04:47:44.180273,Bob,Garcia,Straight
23,72,B,483,Aug,2022-04-30 04:47:44.180273,Charlie,Smith,Bisexual
72,148,C,393,Mar,2019-10-28 04:47:44.180273,Jack,Williams,Bisexual
79,170,B,242,Sep,2023-06-27 04:47:44.180273,Charlie,Davis,Gay
50,160,A,184,Jul,2023-12-27 04:47:44.180273,Bob,Williams,Gay
63,173,B,485,Nov,2022-02-28 04:47:44.180273,Henry,Rodriguez,Bisexual
83,189,C,218,Mar,2020-06-15 04:47:44.180273,Ivy,Martinez,Straight
41,63,A,198,Nov,2019-08-24 04:47:44.180273,Alice,Miller,Gay
3,199,A,416,Jun,2022-09-25 04:47:44.180273,Grace,Garcia,Gay
24,155,B,195,May,2020-02-06 04:47:44.180273,Frank,Johnson,Bisexual
32,152,B,257,Feb,2021-11-02 04:47:44.180273,Frank,Smith,Bisexual
90,84,A,299,Apr,2023-12-23 04:47:44.180273,Ivy,Garcia,Pansexual
67,97,A,400,Nov,2022-11-04 04:47:44.180273,Charlie,Brown,Bisexual
77,157,C,108,May,2023-11-28 04:47:44.180273,Bob,Miller,Pansexual
9,104,A,175,Sep,2023-04-14 04:47:44.180273,Bob,Martinez,Lesbian
51,103,A,137,Aug,2023-02-10 04:47:44.180273,Ivy,Davis,Lesbian
59,102,A,339,Nov,2023-05-30 04:47:44.180273,Grace,Miller,Pansexual
8,129,A,347,Aug,2022-02-16 04:47:44.180273,Eva,Johnson,Pansexual
29,183,C,127,Aug,2024-02-25 04:47:44.180273,Jack,Garcia,Pansexual
39,78,A,412,Mar,2024-01-15 04:47:44.180273,Bob,Martinez,Pansexual
33,84,B,303,Nov,2022-04-10 04:47:44.180273,Eva,Rodriguez,Gay
54,170,A,208,Feb,2020-12-02 04:47:44.180273,Bob,Garcia,Lesbian
63,196,A,286,Apr,2021-06-17 04:47:44.180273,Alice,Davis,Bisexual
35,56,A,143,Jul,2022-08-10 04:47:44.180273,Alice,Miller,Gay
51,134,B,127,Apr,2020-09-16 04:47:44.180273,Jack,Brown,Pansexual
9,89,C,215,Jan,2020-08-13 04:47:44.180273,Bob,Williams,Bisexual
11,86,C,486,Nov,2023-05-25 04:47:44.180273,Grace,Davis,Gay
12,143,A,431,Jan,2022-07-09 04:47:44.180273,Frank,Jones,Gay
9,98,A,103,Apr,2023-05-24 04:47:44.180273,Bob,Miller,Bisexual
8,156,B,168,Jan,2022-08-30 04:47:44.180273,Alice,Rodriguez,Straight
76,198,A,469,Sep,2022-04-22 04:47:44.180273,Frank,Smith,Lesbian
87,129,A,195,Jun,2019-12-19 04:47:44.180273,Charlie,Smith,Gay
17,128,A,297,Feb,2022-03-15 04:47:44.180273,Frank,Jones,Bisexual
28,61,B,261,Feb,2019-08-18 04:47:44.180273,Alice,Martinez,Lesbian
76,77,B,123,Sep,2019-10-13 04:47:44.180273,Eva,Miller,Straight
51,100,C,490,Jul,2022-12-02 04:47:44.180273,Eva,Smith,Gay
88,64,B,405,Jul,2023-04-30 04:47:44.180273,Alice,Garcia,Bisexual
56,115,B,149,May,2021-08-19 04:47:44.180273,Alice,Smith,Lesbian
90,60,A,446,Sep,2019-07-20 04:47:44.180273,Eva,Smith,Bisexual
17,151,A,286,Apr,2023-05-14 04:47:44.180273,Bob,Williams,Lesbian
79,78,A,147,Sep,2022-04-05 04:47:44.180273,Jack,Williams,Lesbian
39,110,A,281,Jun,2020-06-22 04:47:44.180273,Charlie,Jones,Lesbian
51,103,A,255,Jul,2020-07-20 04:47:44.180273,Ivy,Johnson,Straight
81,110,B,182,Nov,2022-08-25 04:47:44.180273,Charlie,Martinez,Straight
82,63,C,179,Oct,2020-10-20 04:47:44.180273,Ivy,Smith,Bisexual
26,68,C,357,Jul,2022-02-11 04:47:44.180273,Bob,Rodriguez,Pansexual
60,81,A,329,Jun,2021-12-11 04:47:44.180273,Henry,Jones,Straight
74,163,A,218,Jul,2019-07-11 04:47:44.180273,Bob,Rodriguez,Straight
89,138,C,428,Jul,2023-03-22 04:47:44.180273,Frank,Williams,Gay
93,105,C,146,Jan,2020-11-10 04:47:44.180273,Alice,Rodriguez,Bisexual
9,81,C,205,Jun,2023-02-27 04:47:44.180273,Charlie,Davis,Gay
66,84,C,210,Jun,2020-02-13 04:47:44.180273,Jack,Williams,Bisexual
31,193,C,441,May,2020-03-07 04:47:44.180273,Grace,Martinez,Bisexual
72,161,B,150,Apr,2019-05-25 04:47:44.180273,Bob,Garcia,Lesbian
69,65,A,202,Mar,2023-10-30 04:47:44.180273,Charlie,Garcia,Gay
38,146,B,375,Nov,2019-05-09 04:47:44.180273,Bob,Rodriguez,Straight
38,102,A,252,Feb,2023-08-10 04:47:44.180273,Bob,Williams,Gay
29,143,B,479,May,2022-08-06 04:47:44.180273,Charlie,Rodriguez,Pansexual
54,128,A,114,Nov,2021-05-28 04:47:44.180273,Henry,Miller,Straight
27,180,A,342,Jan,2020-02-17 04:47:44.180273,Eva,Brown,Bisexual
60,196,B,466,Oct,2024-01-26 04:47:44.180273,Jack,Smith,Lesbian
10,181,B,124,Oct,2020-03-01 04:47:44.180273,Ivy,Rodriguez,Lesbian
21,67,B,434,Jul,2021-10-21 04:47:44.180273,Frank,Rodriguez,Lesbian
86,64,A,408,May,2020-08-04 04:47:44.180273,Grace,Smith,Gay
56,73,B,410,Nov,2020-07-20 04:47:44.180273,Henry,Martinez,Pansexual
54,88,A,324,Feb,2020-05-11 04:47:44.180273,David,Garcia,Bisexual
82,87,B,118,Aug,2023-09-15 04:47:44.180273,Jack,Smith,Pansexual
41,198,C,393,Apr,2021-05-01 04:47:44.180273,Ivy,Smith,Gay
24,191,A,499,Jul,2021-04-08 04:47:44.180273,Henry,Brown,Bisexual
90,147,C,417,Sep,2021-05-29 04:47:44.180273,Jack,Brown,Bisexual
12,142,A,441,Jun,2023-04-01 04:47:44.180273,Grace,Jones,Straight
98,180,B,363,Apr,2021-09-29 04:47:44.180273,David,Smith,Bisexual
3,64,B,429,Sep,2021-09-24 04:47:44.180273,Eva,Garcia,Pansexual
26,87,A,441,Jan,2022-03-02 04:47:44.180273,Henry,Brown,Bisexual
45,152,B,220,Oct,2020-11-29 04:47:44.180273,Grace,Davis,Pansexual
42,195,B,464,Dec,2022-03-11 04:47:44.180273,Jack,Martinez,Lesbian
8,109,B,323,Jun,2020-05-07 04:47:44.180273,Alice,Johnson,Gay
56,108,B,210,Jul,2020-11-23 04:47:44.180273,Grace,Williams,Bisexual
12,53,B,199,May,2019-04-30 04:47:44.180273,Eva,Jones,Gay
65,145,C,238,Feb,2019-12-11 04:47:44.180273,Grace,Davis,Bisexual
75,101,A,375,Mar,2022-02-03 04:47:44.180273,Ivy,Rodriguez,Pansexual
49,66,C,122,Jan,2019-11-09 04:47:44.180273,Alice,Brown,Gay
2,160,C,357,Mar,2021-05-11 04:47:44.180273,Charlie,Johnson,Bisexual
30,175,A,311,Feb,2020-04-03 04:47:44.180273,Henry,Rodriguez,Gay
99,188,C,299,Oct,2022-03-12 04:47:44.180273,Bob,Martinez,Straight
28,165,A,263,Jun,2022-10-20 04:47:44.180273,Charlie,Garcia,Lesbian
87,122,C,238,Jul,2021-07-23 04:47:44.180273,Frank,Martinez,Bisexual
12,83,B,194,May,2021-09-05 04:47:44.180273,Henry,Williams,Bisexual
1,91,B,470,Apr,2020-08-02 04:47:44.180273,Henry,Smith,Straight
19,131,C,181,Jun,2021-01-02 04:47:44.180273,Jack,Rodriguez,Gay
54,74,A,383,Jun,2022-12-27 04:47:44.180273,Ivy,Johnson,Straight
93,72,B,403,May,2021-04-10 04:47:44.180273,Eva,Brown,Gay
65,181,A,446,Jun,2019-06-13 04:47:44.180273,Charlie,Smith,Gay
71,193,C,494,Dec,2020-02-15 04:47:44.180273,Ivy,Johnson,Gay
99,112,B,263,Nov,2020-08-15 04:47:44.180273,Eva,Johnson,Pansexual
32,75,A,254,Jul,2021-07-02 04:47:44.180273,Ivy,Garcia,Straight
56,180,A,266,Dec,2020-12-15 04:47:44.180273,Ivy,Martinez,Gay
22,111,A,422,Dec,2021-06-25 04:47:44.180273,Henry,Jones,Pansexual
4,136,B,232,Jul,2020-07-13 04:47:44.180273,Jack,Rodriguez,Gay
27,132,B,199,Jun,2023-06-16 04:47:44.180273,Henry,Martinez,Straight
63,87,B,467,Nov,2020-07-20 04:47:44.180273,Eva,Martinez,Lesbian
97,89,C,271,May,2019-07-15 04:47:44.180273,Frank,Martinez,Lesbian
36,60,C,425,May,2020-07-09 04:47:44.180273,David,Williams,Lesbian
58,176,A,474,May,2021-10-29 04:47:44.180273,Henry,Smith,Lesbian
27,63,C,426,Mar,2023-11-14 04:47:44.180273,Henry,Smith,Pansexual
52,116,B,337,Dec,2021-07-07 04:47:44.180273,Henry,Johnson,Pansexual
58,163,C,335,Jul,2020-09-24 04:47:44.180273,Ivy,Rodriguez,Gay
86,62,B,276,Nov,2019-03-20 04:47:44.180273,Henry,Jones,Straight
46,183,C,402,Jun,2023-11-15 04:47:44.180273,Bob,Garcia,Pansexual
32,181,C,243,Aug,2019-12-26 04:47:44.180273,David,Davis,Bisexual
30,124,C,489,Dec,2022-08-30 04:47:44.180273,Charlie,Miller,Lesbian
69,84,C,102,Jul,2020-03-27 04:47:44.180273,Eva,Rodriguez,Gay
66,173,B,203,Mar,2023-10-02 04:47:44.180273,Bob,Davis,Bisexual
18,182,B,204,Apr,2020-10-24 04:47:44.180273,Eva,Garcia,Pansexual
63,197,C,247,Jan,2023-04-25 04:47:44.180273,David,Johnson,Lesbian
47,89,B,219,Apr,2023-02-02 04:47:44.180273,Bob,Jones,Gay
6,165,A,408,Feb,2023-11-08 04:47:44.180273,Alice,Martinez,Pansexual
17,70,A,447,Nov,2023-08-02 04:47:44.180273,Eva,Williams,Straight
51,109,C,385,Nov,2023-10-28 04:47:44.180273,Frank,Martinez,Gay
19,106,B,136,Apr,2024-01-15 04:47:44.180273,Grace,Brown,Gay
97,181,B,269,Nov,2019-08-20 04:47:44.180273,Henry,Davis,Gay
85,190,B,300,Feb,2022-08-12 04:47:44.180273,Henry,Jones,Gay
36,173,C,115,Sep,2019-12-23 04:47:44.180273,Henry,Smith,Pansexual
77,98,A,191,Oct,2020-04-15 04:47:44.180273,Grace,Smith,Lesbian
58,108,A,481,May,2024-01-03 04:47:44.180273,Grace,Garcia,Gay
80,63,C,367,May,2022-12-20 04:47:44.180273,Ivy,Williams,Gay
77,192,A,320,Jul,2023-06-29 04:47:44.180273,Bob,Davis,Lesbian
92,85,C,478,Nov,2022-03-27 04:47:44.180273,David,Brown,Lesbian
52,148,A,292,Aug,2023-04-04 04:47:44.180273,Alice,Williams,Straight
44,138,B,203,Jul,2022-01-08 04:47:44.180273,Jack,Williams,Lesbian
99,179,C,451,Feb,2019-05-18 04:47:44.180273,Frank,Miller,Lesbian
23,114,A,320,May,2021-02-09 04:47:44.180273,Frank,Davis,Pansexual
47,178,B,498,Dec,2021-11-11 04:47:44.180273,Charlie,Martinez,Straight
31,50,B,296,Apr,2024-01-19 04:47:44.180273,Jack,Garcia,Bisexual
28,86,C,273,Apr,2022-09-15 04:47:44.180273,Frank,Johnson,Straight
49,68,B,477,Sep,2019-12-25 04:47:44.180273,Eva,Jones,Lesbian
95,64,C,393,Oct,2019-08-02 04:47:44.180273,Jack,Williams,Straight
27,121,C,121,Jan,2022-02-16 04:47:44.180273,Grace,Martinez,Straight
56,176,A,440,Apr,2021-07-09 04:47:44.180273,Eva,Martinez,Pansexual
21,112,B,368,Jun,2022-04-08 04:47:44.180273,Alice,Rodriguez,Bisexual
52,118,A,307,Jul,2021-03-14 04:47:44.180273,Alice,Smith,Straight
62,112,A,176,Sep,2021-04-04 04:47:44.180273,Alice,Martinez,Lesbian
93,157,B,134,Oct,2019-10-26 04:47:44.180273,David,Smith,Straight
88,100,C,187,Mar,2024-01-05 04:47:44.180273,Bob,Martinez,Bisexual
81,111,A,352,Mar,2020-03-29 04:47:44.180273,Frank,Smith,Lesbian
33,73,C,183,Nov,2020-07-22 04:47:44.180273,Ivy,Brown,Pansexual
2,172,A,118,Oct,2020-04-19 04:47:44.180273,Ivy,Davis,Pansexual
2,61,A,453,Mar,2019-08-07 04:47:44.180273,David,Smith,Bisexual
58,52,A,328,Mar,2019-12-25 04:47:44.180273,Jack,Brown,Bisexual
33,152,A,366,Sep,2022-06-25 04:47:44.180273,Ivy,Rodriguez,Gay
19,65,B,369,Nov,2021-05-14 04:47:44.180273,Alice,Davis,Pansexual
67,131,A,163,Nov,2020-10-05 04:47:44.180273,Charlie,Williams,Bisexual
10,184,C,279,Aug,2021-03-04 04:47:44.180273,Henry,Miller,Bisexual
83,118,A,318,Nov,2023-09-01 04:47:44.180273,Bob,Garcia,Lesbian
81,179,A,441,Oct,2021-11-11 04:47:44.180273,Frank,Rodriguez,Gay
53,74,A,454,May,2020-07-02 04:47:44.180273,Alice,Garcia,Bisexual
36,191,B,154,Dec,2020-12-22 04:47:44.180273,Henry,Williams,Lesbian
64,104,A,290,Dec,2022-08-20 04:47:44.180273,Charlie,Rodriguez,Bisexual
10,178,C,391,Feb,2022-07-16 04:47:44.180273,Charlie,Smith,Straight
79,142,C,115,Mar,2023-12-22 04:47:44.180273,David,Garcia,Bisexual
32,167,A,266,Jun,2019-12-24 04:47:44.180273,Eva,Brown,Pansexual
30,63,B,272,Sep,2020-03-21 04:47:44.180273,Frank,Smith,Straight
45,137,C,258,Feb,2021-01-15 04:47:44.180273,Charlie,Jones,Gay
43,130,C,428,Aug,2021-08-24 04:47:44.180273,David,Williams,Lesbian
